path,classification,size,sha256,modified_time_low_trust,relevant_runner_task,potential_exposure_level,parsed_successfully
"analysis/p4_residue_landscape/tools/verifier.py","tracked","48098","81294dfbe49426829e77e9b3608442ba392fc5caba190dba563654006cc7b6d7","2026-07-13T17:14:46.756Z","FIXED_P4","UNKNOWN",""
"analysis/p4_residue_landscape/verification_report.json","tracked","2406","96ac947a17445ca65e18690ee4e370f24b1b8d3b7bdf1e33a1ad1663f1b1b372","2026-07-13T17:20:53.619Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/candidate_manifest.json","tracked","4042","1a2d5de264df04555afdf7b22d6d9650d1973a115d885d3c975b1eaf6061b14d","2026-07-14T12:16:38.096Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/candidate_manifest_holdout_v2.json","tracked","5188","728fd5195d91c75b2b93ae02e4ad43aea07afb6fd6a511c54596d0658bc6e1ca","2026-07-14T13:43:43.521Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/command_manifest.json","tracked","8138","3c4ab5e9572eac4e6a8ca7dd2a15387d55564f1f995248011925012629f1b0ee","2026-07-14T12:16:38.112Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/corruption_tests.json","tracked","1333","4cf39696c74e4ac55121449e69cf492313d29819a8d56fa2b3973f851c15aaa2","2026-07-14T12:16:37.936Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/direct_oracle_selection_manifest.json","tracked","134447","5d15b9162e937882aaface73c46fd05cff2c784259154e2a52e98aecb90a0086","2026-07-14T12:15:13.498Z","DIRECT_BINARY_REPRESENTABILITY","POTENTIAL_E4","true"
"analysis/p4_weighted_transferability/results/enumerator_a_certificate.tsv","tracked","6139","6ce20805519ebbe4746a4f775120d16593e24bb47a2b7f51ba043477f05d9c6e","2026-07-14T12:16:02.460Z","FIXED_P4","UNKNOWN",""
"analysis/p4_weighted_transferability/results/enumerator_b_certificate.tsv","tracked","6141","59d8d6e5092c6c5aaa5931c36e84a9b36cb5f968aba183d1a2975d5bc39895ab","2026-07-14T12:16:37.048Z","FIXED_P4","UNKNOWN",""
"analysis/p4_weighted_transferability/results/exact_weight_table.csv","tracked","19559","2f39089d4850a861117b8c1ff189b4130abf9f4db9b521895ec52f6e25499bc7","2026-07-14T12:15:13.446Z","FIXED_P4","UNKNOWN",""
"analysis/p4_weighted_transferability/results/fold_metadata.json","tracked","4589","904938d9ba9ce55ca4a9a38572f0ed5431279a1cd39c5b01131c3a39bdc05cf2","2026-07-14T12:15:13.450Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/frequency_analysis.json","tracked","195788","a42c1982b86c3887c475d73ec5d6581632912d64d95becde7df408a815957891","2026-07-14T12:15:13.454Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/initial_repository_gate.json","tracked","3297","d5f2a89352853887c659e147b7444b7ad1b4783fa21b9ecca54364173a19edf0","2026-07-14T12:15:13.506Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/input_provenance.json","tracked","2695","f37f3b3bfa969fd743693f73c4d59fa7accd0cdc14233d06500032af6cddd5b0","2026-07-14T12:15:13.502Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/metadata.json","tracked","4078","91955d84509ac8eb69e3932b4b04a9873c305c9b93d3f845992a95cd9ec1288c","2026-07-14T12:16:38.104Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/payload_provenance.json","tracked","2269","cd76adf5c44a3154cb48613adae34b677eb8b80b2e123875cef73f6e8fda3950","2026-07-14T12:15:13.030Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/transfer_report.json","tracked","106529","a7148f13b28a331f056c4b83bd84b5d8f0a624c858694db661278c1d7987e746","2026-07-14T12:16:38.092Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/verification_report.json","tracked","2131","94eabda766735610f0018c477c1ae7861e002d72cae5e1030aef266e98ffb2c3","2026-07-14T12:16:38.104Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/results/weighted_maxima.json","tracked","5796","98f9b675ab9746ceb9c5588deebeacfa2a4467143efd6465ef155361fa02ed76","2026-07-14T12:16:38.088Z","FIXED_P4","UNKNOWN","true"
"analysis/p4_weighted_transferability/tests/test_weighted_audit.py","tracked","3877","038af7e42f5698013f520a0fc1e1e5269d384ddfec783cfea317162ce75d5a04","2026-07-14T12:05:33.401Z","FIXED_P4","UNKNOWN",""
"analysis/p4_weighted_transferability/tools/prepare_inputs.py","tracked","17635","2cf479207cfa8639617ef5148dcfd79e375c642e35e706dd3f50a7d4009d196b","2026-07-14T12:12:57.793Z","FIXED_P4","UNKNOWN",""
"analysis/p4_weighted_transferability/tools/run_audit.py","tracked","3346","7d44e480a3411b6a086fd9206c368f80c9655aa739bb1c162e108fcaf8b39950","2026-07-14T12:12:59.201Z","FIXED_P4","UNKNOWN",""
"analysis/p4_weighted_transferability/tools/sha256_small.hpp","tracked","3718","fa470394d99bbc465e9cdce7f3ec53cfe5e929cca2fc5dbef3600ec947fcea94","2026-07-14T11:58:28.783Z","FIXED_P4","UNKNOWN",""
"analysis/p4_weighted_transferability/tools/verifier.py","tracked","14062","ab19c4994b464371e73cb8205342bf55243b0a93713351f761709ea4d9dace01","2026-07-14T12:12:58.481Z","FIXED_P4","UNKNOWN",""
"analysis/p4_weighted_transferability/tools/weighted_enumerator_a.cpp","tracked","9609","6178e02d2978a8f0594c5bbafdc8ae03e3c1f8a6ad1b7295a45ec8e27bbf84f3","2026-07-14T12:00:16.526Z","FIXED_P4","UNKNOWN",""
"analysis/p4_weighted_transferability/tools/weighted_enumerator_b.cpp","tracked","9350","37822765bbbe56403a93008f2e54a09a5ef8ed3ed45b819acf68d6a888a7a2b4","2026-07-14T12:00:17.322Z","FIXED_P4","UNKNOWN",""
"analysis/p5_family_u_census/README.md","tracked","977","6fc916d6d86f07088eca63f071369dc6acaf322c485e6ff95d6badbebb93b98d","2026-07-15T02:49:20.244Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/results/all_entry_summaries.json","tracked","21533","e7de521218ef0e828f1dfc00fd106b45f3833208a49790fbd75451d12f4d78d3","2026-07-15T02:46:29.840Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/backend_a_counts.csv","tracked","42461","1f813304990e5d35afaeb2973a08cc6feb1dd0d3205565024adf281cb5e67a63","2026-07-15T02:46:08.768Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/results/backend_a_masks.bin","tracked","23154","b7e86bd5a5acf9e438c53bad91d969bd09d00f8d5ec4c83149cab3d3f0a69636","2026-07-15T02:46:08.768Z","P5_OR_FIFTH_PRIME","POTENTIAL_E3",""
"analysis/p5_family_u_census/results/backend_a_run.json","tracked","923","de393b8cf5232a0e557aba5d69d14473ce0eedc49915661d965130efe69b91a4","2026-07-15T02:46:08.768Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/backend_b_counts.csv","tracked","42461","1f813304990e5d35afaeb2973a08cc6feb1dd0d3205565024adf281cb5e67a63","2026-07-15T02:46:10.396Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/results/backend_b_masks.bin","tracked","23154","b7e86bd5a5acf9e438c53bad91d969bd09d00f8d5ec4c83149cab3d3f0a69636","2026-07-15T02:46:10.396Z","P5_OR_FIFTH_PRIME","POTENTIAL_E3",""
"analysis/p5_family_u_census/results/backend_b_run.json","tracked","928","5819405127d97a6f7d131cd8364f074ca0637b6fc29e7bf0815f6a41d8dc739f","2026-07-15T02:46:10.396Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/corruption_tests.json","tracked","3694","3ca46df9a4472e41e3b1b608f3b4d6840016254a4ba7da790094aea0f0eba87c","2026-07-15T02:46:47.111Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/description_integer_incidence.json","tracked","86732","b9bfc5f72b1f87f60cdaca4ea4aaba9e18c3d4ab835aa4f9165735f712656dde","2026-07-15T02:46:03.089Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/direct_oracle.json.gz","tracked","316484","f36d7dd6227655d7dcb9bf8a56295a1b0d9d8a3422d657dd41220f1ebca18616","2026-07-15T02:46:29.651Z","DIRECT_BINARY_REPRESENTABILITY","POTENTIAL_E4",""
"analysis/p5_family_u_census/results/direct_oracle_run.json","tracked","715","4894765cd98a3adc68d274327d81f9bb7fd18ba493e8f1686a87b67a635446d9","2026-07-15T02:46:29.651Z","DIRECT_BINARY_REPRESENTABILITY","POTENTIAL_E4","true"
"analysis/p5_family_u_census/results/group_summaries.json","tracked","53035","9fdc2943ddbbdd02cd222537e90c7a5b8f04f202200fc14fec189ad17531af3e","2026-07-15T02:46:29.840Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/metadata.json","tracked","2173","a7b41492ba657f3bfb35212d16f803a38c32117933492ec58a33cf6387eeeb1b","2026-07-15T02:46:29.867Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/panel_reconstruction_manifest.json","tracked","2066514","7aed818f628bcfda7573c3d9ee51cdbe9eebf7b273ee11263023017f86c68ea4","2026-07-15T02:46:03.084Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/per_integer_results.jsonl","tracked","117216","c2649be6226bfc253ba597c7fa03f690fb6d59b33422fb400faa716e3e5dc834","2026-07-15T02:46:29.695Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/results/predeclared_comparisons.json","tracked","1709","ce3427d297f6d77096e90cf4c25c4e7479cf79a7be64b767c1059bfd4e571bd3","2026-07-15T02:46:29.862Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/primary_distinct_integer_summary.json","tracked","1329","74138e92c22e00c6f53adee02a63881a89e30ff6905f74f5172cce8db033dcd2","2026-07-15T02:46:29.836Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/return_codes.json","tracked","4610","cb7b1103e4bf55b9d4cc5164cbc7bd5ae000a31e58f09a9b800b63a53aa25729","2026-07-15T02:46:29.867Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/secondary_description_weighted_summary.json","tracked","1369","4ce5980421575c9cfcacccae814bcfa9107ee13b0284a55703958742ecb28439","2026-07-15T02:46:29.836Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/structural_rebound_analysis.json","tracked","1009625","11ba19b44e98a1bbb56a3afe7f1fd4395c8a00b56a95cdebfc16ff19df73e5a5","2026-07-15T02:46:29.862Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/results/verification_report.json","tracked","870","a159b35dcc09851c533b510c0579803c2c51bbbe14d75a2c5350278301404aa1","2026-07-15T02:46:31.605Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/source_policy.json","tracked","962","b6933e2fefd8af1339bbc64670635f62d3bfce2462af73d7bc854325171c7bf8","2026-07-15T02:35:13.705Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_family_u_census/tests/__pycache__/corruption_tests.cpython-312.pyc","untracked","3326","d0e7b424b50bc1b8eed6a86ede01290b0f8b0d56d3668418f609b7415b46b324","2026-07-15T02:45:30.211Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tests/__pycache__/test_source.cpython-312.pyc","untracked","5217","eb7e2ddc3008f1ba27f1379999a4d6cfe708fca08d8e7851ff364fdf6de494a4","2026-07-15T02:45:30.211Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tests/corruption_tests.py","tracked","1616","fde9f0e4aa779d74c1d09241f7ade7515ec167d6835d0ff41e8e03cefb80a4a7","2026-07-15T02:39:10.789Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tests/test_source.py","tracked","2468","282206acfbb57169f8ba3322fdbc1c53dd9f7c6af537b5e7701bd76bf8134580","2026-07-15T02:45:25.504Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/__pycache__/backend_a_adapter.cpython-312.pyc","untracked","796","46feb9b9f806eed34acc9df79983fc993519d925d81fec19e70d3c147144480d","2026-07-15T02:45:30.198Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/__pycache__/backend_b_adapter.cpython-312.pyc","untracked","796","5ce28bf3dd7276d31047a4997ed7bf0556eea11337b96880ea18bc44e5f74cf5","2026-07-15T02:45:30.198Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/__pycache__/census_runner.cpython-312.pyc","untracked","31980","452f034b3e667ef6ad25760611e37b03b0940a747dbcfee89bee0c5d094b0b7a","2026-07-15T02:45:30.202Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/__pycache__/common.cpython-312.pyc","untracked","24492","d554024e631b01d8429ee58034783178a9fc3c57d5c65fcbc66c608ebb1e8338","2026-07-15T02:45:30.206Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/__pycache__/deduplicator.cpython-312.pyc","untracked","3533","30362fb3d625e34214e04ce6d78d7e654b1c20a9c17b3e919d4bdb20a52283a7","2026-07-15T02:45:30.206Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/__pycache__/direct_oracle_adapter.cpython-312.pyc","untracked","740","efc6f0eea46ebf31feab7d5635cb6dda433a9717a0047cd396d5ff6ee1ce7828","2026-07-15T02:45:30.206Z","DIRECT_BINARY_REPRESENTABILITY","POTENTIAL_E4",""
"analysis/p5_family_u_census/tools/__pycache__/panel_adapter.cpython-312.pyc","untracked","1586","6ef93fea5ff5dba791f90ab695eb38d9c82f8d251954ac19371d6c3cf32208df","2026-07-15T02:45:30.206Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/__pycache__/verifier.cpython-312.pyc","untracked","12973","d62fecc5853d26a2badf351e7ac268e038aaf10da171a513cc31d05e5e5eb63b","2026-07-15T02:45:30.206Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/backend_a_adapter.py","tracked","381","04c40bbc4aafffc84da081a4a540a32e4cee120148e9bf6bfcddc86470c8ac75","2026-07-15T02:35:36.972Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/backend_b_adapter.py","tracked","381","f23b873e90da81cd0605208221b055bfd9d5331186a9b761c4d777682f595080","2026-07-15T02:35:37.362Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/census_runner.py","tracked","21407","cf665d37cc20afab9415c2398e457d13ce938a56eade29e43e5725d6179921c3","2026-07-15T02:42:27.007Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/common.py","tracked","14816","480dd5d92c6f72a19c7bce19eeae32032a3e0896211911f381c74de1137964f4","2026-07-15T02:45:24.470Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/deduplicator.py","tracked","2170","f82c54d983009da375b781d20d8fff683d3fed474688aa13b6abe6f623f6dbe4","2026-07-15T02:35:40.015Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/direct_oracle_adapter.py","tracked","361","f9cc72d4b6b8f480cc710d070204b8181b783eea803cc326d0fecf19964dda21","2026-07-15T02:35:38.255Z","DIRECT_BINARY_REPRESENTABILITY","POTENTIAL_E4",""
"analysis/p5_family_u_census/tools/panel_adapter.py","tracked","851","8dc936030e2c14b627555a4b9df5fb193c7fd08aa3d177ee5b82c939fa713ff1","2026-07-15T02:35:39.127Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_family_u_census/tools/verifier.py","tracked","10358","972e76709fda337c4dbdf7efc2b65199c21f27c270a832721be6538d3e7cd0ad","2026-07-15T02:39:07.907Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_sparse_panel_feasibility/README.md","tracked","776","11c0e322f1d2155c5f37419590ecd625e561442b006618b5d9966c0daabf0e08","2026-07-15T01:42:49.146Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_sparse_panel_feasibility/results/corruption_tests.json","tracked","3193","1a1184a76cd60f746d71353ec40f00ead6e1e60b414ea450c6154703fb371802","2026-07-15T01:46:31.161Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/results/design_A_all_entry_balanced.json","tracked","381","c1624056d28756ef08a551f87f5e63483301a29901f2ba1a776e37c11aea1153","2026-07-15T01:45:45.762Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/results/design_B_anchor_balanced.json","tracked","623","9fd0d5e0295de4178a51c37d0c9264184df4d3506c49bb9890eafd5d1de5e37b","2026-07-15T01:45:45.762Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/results/design_C_full_sparse_census.json","tracked","90041","eda6eaf490dde061f63a82bf99da7833149c6b8b2f1fcc14755cb895775c13d6","2026-07-15T01:45:45.762Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/results/feasibility_report.json","tracked","3201","d03a8aaf8a79207b289fbe2ad9ffb74ec2e0dde6f7afeeb4a27c7631b064acc4","2026-07-15T01:45:45.762Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/results/geometry_diagnostics.json","tracked","73647","9d0e3039bd7f57858f69cb51fa65b21ccf7302ea230c37134a28782c17fcdec2","2026-07-15T01:45:45.762Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/results/integer_deduplication_manifest.jsonl","tracked","536702","df6e5c74924cb681ba184b47b2e55d78f9c45723237f3c85485b8377d4d5fa08","2026-07-15T01:45:45.762Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_sparse_panel_feasibility/results/metadata.json","tracked","2942","67fc53ec962614e4d522e7992db3f13ffcc4f16a43692cd740d004766787874f","2026-07-15T01:45:45.793Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/results/occupied_fresh_class_manifest.jsonl","tracked","1370120","534ca89f5ab80dd1047eded6a84dccaacdc453baa569b8ec8b1b3ffb64884b7a","2026-07-15T01:45:45.749Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_sparse_panel_feasibility/results/per_entry_multiplicity.json","tracked","129571","15a3a6a9a22c206809170fd89bcc24dfef0cfd553cb156b62217852a036d1b01","2026-07-15T01:45:45.719Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/results/prior_evaluation_registry.json","tracked","122770","428f5abee8462d21777326c9fbdf9aa215d722f43d9ceaed75b980e30c4158af","2026-07-15T01:45:45.715Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/results/return_codes.json","tracked","2848","c6c42b62183e82195ced5dc34713c729bacc5aaaf224f4c8974962a7b2819982","2026-07-15T01:46:31.173Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/results/verification_report.json","tracked","1208","b08640370e95ac7367cdebaffe48a370b364d68464507b6bd56904ff958aba85","2026-07-15T01:49:01.162Z","P5_OR_FIFTH_PRIME","UNKNOWN","true"
"analysis/p5_sparse_panel_feasibility/tests/corruption_tests.py","tracked","5465","b3a6947f9d32e700639d7b9b16fb4dd8cd793f95326623ae824d7bf0cf7c1089","2026-07-15T01:42:46.875Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_sparse_panel_feasibility/tests/test_exact.py","tracked","1997","8bfafe300369bb253d450d405005837427b1219ed8095674e323ec54ba8642c2","2026-07-15T01:42:45.815Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_sparse_panel_feasibility/tools/builder.py","tracked","22879","77ee4ea705c77274aa8b55679002710db3bf169787cb918f5aaf9314cbef8cc3","2026-07-15T01:39:04.658Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_sparse_panel_feasibility/tools/common.py","tracked","19394","53a7eb8fb41f5553ac81cae6d9202139242a3fa77861ab0fa7a033a187ecb5d1","2026-07-15T01:37:41.305Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_sparse_panel_feasibility/tools/run_audit.py","tracked","3040","84ccd940bb1d17d9125fad627b7b4889a1096d2b1656fe78b2f4b77d00229151","2026-07-15T01:42:54.199Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/p5_sparse_panel_feasibility/tools/verifier.py","tracked","18986","e743e4dbeef6e9739763062b3eb3938c6fbbc6d4b8864c17762176c0adcbbbcd","2026-07-15T01:40:56.677Z","P5_OR_FIFTH_PRIME","UNKNOWN",""
"analysis/pilot_b_argmin_neighborhood.csv","tracked","4532","05cac4f0e512cc4749bdd49eb52f42e87fe6a562c2c6ed6fac9eebbfde7602d3","2026-07-13T10:20:58.461Z","UNCLASSIFIED","UNKNOWN",""
"analysis/pilot_b_argmin_neighborhood.json","tracked","2032","6516c172b3b5d7eaccb12114e697b94a843d2ba75b0de023b2290c0208eeb404","2026-07-13T10:20:58.461Z","UNCLASSIFIED","UNKNOWN","true"
"analysis/pilot_b_local_minima_10k.csv","tracked","630","bfbae3ac52b22ef6c34d2d2a7e04686b879b2179f1b15bb18eae006c2a173acc","2026-07-13T10:20:58.461Z","UNCLASSIFIED","UNKNOWN",""
"analysis/pilot_b_local_minima_1k.csv","tracked","5107","1e6242d64d8062556575dcd99d7b7b0d2fcb7aa7701cac9d7c8b89ae2a012a59","2026-07-13T10:20:58.461Z","UNCLASSIFIED","UNKNOWN",""
"analysis/pilot_b_low_levels.json","tracked","1437","2178654c213844c9e555e04642de27dc2e3c3db2213a3fb99e46d5b6548c823c","2026-07-13T10:20:58.461Z","UNCLASSIFIED","UNKNOWN","true"
"analysis/raw_log_archive.json","tracked","743","ceeefee26db13e780ffe6c3905459857739a9fca5960972e0ce427ec5ee0e16f","2026-07-13T10:31:56.018Z","UNCLASSIFIED","UNKNOWN","true"
"analysis/recommended_obstruction_panel.json","tracked","2389","bca33b54505897d402005a8fb689b0183a9830fd6ada372d5b13331de61f88e9","2026-07-13T10:20:58.589Z","UNCLASSIFIED","UNKNOWN","true"
"analysis/record_lows.csv","tracked","1446","bd9bc739ddeba0968a1695586147ff2e54997d7b7bf62db98552a8906b5da611","2026-07-13T10:20:58.461Z","UNCLASSIFIED","UNKNOWN",""
"analysis/summary_statistics.json","tracked","2669","dc7020d624d3b62aa9d76899fd94a2c58096ff0f20395be01f5361831cf27583","2026-07-13T10:20:58.461Z","UNCLASSIFIED","UNKNOWN","true"
"analysis/winner_pair_frequency.csv","tracked","17952","4b3f4b835238145e6c73f71f93379948fbde9cd2f97040c1392515a553d09723","2026-07-13T10:20:58.589Z","UNCLASSIFIED","POTENTIAL_E3",""
"analysis/winner_shift_frequency.csv","tracked","4269","3ccae5cd32605f42798de888c41ebc65531908f7014900c83e86e13df4fbede4","2026-07-13T10:20:58.589Z","UNCLASSIFIED","POTENTIAL_E3",""
"baseline/a303656_p2cover_bundle.zip","tracked","93403","4dadb8ce07cd0ccf56575ef0882d6bb02284a02c61e05cd1424e070d83b22ff3","2026-07-13T01:32:21.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/beam_structured_search","tracked","63152","135e6f76751b709172070fc4382cae3ff730063535b0dd1e7251dcfb9be206d5","2026-07-13T02:31:22.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_all_exact_one","tracked","45896","648246524bd1953b71fdbc0637e3e4caeb7c65c47800900805047627bd41d4d4","2026-07-13T02:56:06.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_all_exact_one_clean","tracked","41360","cbc307c5ccdd4b8dabc61de12c93875b14878e248e2d9acd6db334eaf4903c56","2026-07-13T02:55:35.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_all_odd_valuation","tracked","45896","c26ea353460e0708f8465e4d51407c995fe33abbbc1fcf4ea9b70687d89f47c7","2026-07-13T03:02:10.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_all_odd_valuation_clean","tracked","45536","29a0491190329c1bcd9ac5419ab767c54f309ec8a8da7bae9e672a311caf7005","2026-07-13T03:05:50.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_bitset","tracked","56952","3516d27ccca606b508d272c4e06a2b1ae67bd9c84f8508243d0c328ba57830d4","2026-07-13T02:22:15.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_bitset_current","tracked","56952","3516d27ccca606b508d272c4e06a2b1ae67bd9c84f8508243d0c328ba57830d4","2026-07-13T02:39:54.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_exhaustive_clean","tracked","37928","22b0ddcb30422eb7919ed6ef68e64ddffbbab97164daa5fe38adc8ebe1dc7c13","2026-07-13T02:22:17.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_exhaustive_clean_current","tracked","37928","22b0ddcb30422eb7919ed6ef68e64ddffbbab97164daa5fe38adc8ebe1dc7c13","2026-07-13T02:39:57.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_factor_sieve_clean_current","tracked","41240","9c3ce008c5b1791c242728a801499a49aa0ffe443db564c2f2a0086ac2a1fc63","2026-07-13T02:29:31.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_factor_sieve_current","tracked","40808","34ddbe01de7f5a19578c6baafeda9c963e13846f10756045e21f8868ca5b59b9","2026-07-13T02:29:28.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_shifted_factor_sieve","tracked","45688","56d2aee5383cd538cb0e0bbfa0326bc7e63cea6cc6e056c0f14c6925f973c36d","2026-07-13T02:25:26.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_shifted_sieve","tracked","47408","02651ab94f0e160c9cafafb1e9a6101fba41824e5f1ed68e9803bc64e59a63fa","2026-07-13T02:16:52.000Z","UNCLASSIFIED","UNKNOWN",""
"bin/search_twosquares_bitset","tracked","37464","6cfadb23a8f61a9e426e88e4438e95cce2316de928fd01a03c94b6736475dcce","2026-07-13T02:22:20.000Z","DIRECT_BINARY_REPRESENTABILITY","POTENTIAL_E1_OR_E4",""
"bin/search_twosquares_bitset.clean","tracked","37520","2dbbcbbbc7500ff42f0850e4a75ead8e4cf8bc2d1a00cda1bc0b0c960be26260","2026-07-13T02:35:50.000Z","DIRECT_BINARY_REPRESENTABILITY","POTENTIAL_E1_OR_E4",""
"bin/search_twosquares_bitset_current","tracked","37520","2dbbcbbbc7500ff42f0850e4a75ead8e4cf8bc2d1a00cda1bc0b0c960be26260","2026-07-13T02:29:34.000Z","DIRECT_BINARY_REPRESENTABILITY","POTENTIAL_E1_OR_E4",""
